year,month,collisions,date,trend,month_num,month_sin,month_cos,lag_1,lag_2,lag_3,lag_6,lag_12,rolling_mean_3,rolling_mean_6,rolling_mean_12
2018,9,518.0,2018-09-01,164,9,-1.0,-1.8369701987210297e-16,485.0,548.0,536.0,441.0,556.0,523.0,501.3333333333333,514.0833333333334
2018,10,553.0,2018-10-01,165,10,-0.8660254037844386,0.5000000000000001,518.0,485.0,548.0,461.0,519.0,517.0,514.1666666666666,510.9166666666667
2018,11,560.0,2018-11-01,166,11,-0.5000000000000004,0.8660254037844384,553.0,518.0,485.0,537.0,610.0,518.6666666666666,529.5,513.75
2018,12,549.0,2018-12-01,167,12,-2.4492935982947064e-16,1.0,560.0,553.0,518.0,536.0,558.0,543.6666666666666,533.3333333333334,509.5833333333333
2019,1,503.0,2019-01-01,168,1,0.49999999999999994,0.8660254037844387,549.0,560.0,553.0,548.0,472.0,554.0,535.5,508.8333333333333
2019,2,399.0,2019-02-01,169,2,0.8660254037844386,0.5000000000000001,503.0,549.0,560.0,485.0,446.0,537.3333333333334,528.0,511.4166666666667
2019,3,492.0,2019-03-01,170,3,1.0,6.123233995736766e-17,399.0,503.0,549.0,518.0,441.0,483.6666666666667,513.6666666666666,507.5
2019,4,400.0,2019-04-01,171,4,0.8660254037844387,-0.4999999999999998,492.0,399.0,503.0,553.0,461.0,464.6666666666667,509.3333333333333,511.75
2019,5,476.0,2019-05-01,172,5,0.49999999999999994,-0.8660254037844387,400.0,492.0,399.0,560.0,537.0,430.3333333333333,483.8333333333333,506.6666666666667
2019,6,477.0,2019-06-01,173,6,1.2246467991473532e-16,-1.0,476.0,400.0,492.0,549.0,536.0,456.0,469.8333333333333,501.5833333333333
2019,7,512.0,2019-07-01,174,7,-0.4999999999999997,-0.8660254037844388,477.0,476.0,400.0,503.0,548.0,451.0,457.8333333333333,496.6666666666667
2019,8,487.0,2019-08-01,175,8,-0.8660254037844384,-0.5000000000000004,512.0,477.0,476.0,399.0,485.0,488.3333333333333,459.3333333333333,493.6666666666667
2019,9,551.0,2019-09-01,176,9,-1.0,-1.8369701987210297e-16,487.0,512.0,477.0,492.0,518.0,492.0,474.0,493.8333333333333
2019,10,519.0,2019-10-01,177,10,-0.8660254037844386,0.5000000000000001,551.0,487.0,512.0,400.0,553.0,516.6666666666666,483.8333333333333,496.5833333333333
2019,11,546.0,2019-11-01,178,11,-0.5000000000000004,0.8660254037844384,519.0,551.0,487.0,476.0,560.0,519.0,503.6666666666667,493.75
2019,12,465.0,2019-12-01,179,12,-2.4492935982947064e-16,1.0,546.0,519.0,551.0,477.0,549.0,538.6666666666666,515.3333333333334,492.5833333333333
2020,1,500.0,2020-01-01,180,1,0.49999999999999994,0.8660254037844387,465.0,546.0,519.0,512.0,503.0,510.0,513.3333333333334,485.5833333333333
2020,2,449.0,2020-02-01,181,2,0.8660254037844386,0.5000000000000001,500.0,465.0,546.0,487.0,399.0,503.6666666666667,511.3333333333333,485.3333333333333
